ID;Tag;Kategória;Štúdium;Autor;Otázka;Obmena 1;Obmena 2;Obmena 3;Obmena 4;Odpoveď 1;Odpoveď 2;Odpoveď 3
422;;Projekt;;AP;Ako si vyberiem projekt na inžinierskom štúdiu?;Ako si vybrať inžiniersky projekt?;Aké sú možnosti výberu inžinierského projektu?;Ako si vybrať projekt počas inžinierskeho štúdia?;Aké sú možnosti výberu projektu počas inžinierskeho štúdia?;;;
23;;Semester;BID;JO, AP;Kedy je začiatok letného semestra?;Kedy začína letný semester?;V aký dátum začína letný semester?;Aký je dátum začiatku letného semestra?;Aký je začiatok letného semestra?;;;
24;;Semester;BID;JO, AP;Kedy je koniec letného semestra?;Kedy končí letný semester?;V aký dátum končí letný semester?;Aký je dátum konca letného semestra?;Aký je koniec letného semestra?;;;
25;;Semester;BID;JO, AP;Kedy je začiatok zimného semestra?;Kedy začína zimný semester?;V aký dátum začína zimný semester?;Aký je dátum začiatku zimného semestra?;Aký je začiatok zimného semestra?;;;
26;;Semester;BID;JO, AP;Kedy je koniec zimného semestra?;Kedy končí zimný semester?;V aký dátum končí zimný semester?;Aký je dátum konca zimného semestra?;Aký je koniec zimného semestra?;;;
27;;Skúškové obdobie;BID;JO, AP;Kedy je koniec letného skúškového obdobia?;Kedy končí skúškové obdobie letného semestra?;V aký dátum končí skúškové obdobie počas letného semestra?;Aký je dátum konca skúškového obdobia letného semestra?;Aký je koniec skúškového obdobia letného semestra?;;;
28;;Skúškové obdobie;BID;JO, AP;Kedy je koniec zimného skúškového obdobie?;Kedy končí skúškové obdobie zimného semestra?;V aký dátum končí skúškové obdobie počas zimného semestra?;Aký je dátum konca skúškového obdobia zimného semestra?;Aký je koniec skúškového obdobia zimného semestra?;;;
369;;Skúškové obdobie;;AP;Kedy začína skúškové obdobie letného semestra?;Kedy začína skúškové obdobie letného semestra?;V aký dátum začína skúškové obdobie počas letného semestra?;Aký je dátum začiatku skúškového obdobia letného semestra?;Aký je začiatok skúškového obdobia letného semestra?;;;
370;;Skúškové obdobie;;AP;Kedy začína skúškové obdobie zimného semestra?;Kedy začína skúškové obdobie zimného semestra?;V aký dátum začína skúškové obdobie počas zimného semestra?;Aký je dátum začiatku skúškového obdobia zimného semestra?;Aký je začiatok skúškového obdobia zimného semestra?;;;
145;;Stravovanie;;JO;Kde je možný výdaj obedov?;Kde je možné si prevziať obed?;Na akých miestach je možné si prevziať obed?;Na akých miestach je výdaj obedov?;Kde všade je možné si prevziať obed?;;;
147;;Stravovanie;;JO;Je možný výdaj jedla na Novej Menze, aj keď nebývam na internátoch?;Je možné si prevziať obed na Novej Menze aj keď niesom na internáte?;Je možný výdaj jedla na Novej Menze aj keď nie som ubytovaný?;Poskytuje Nová Menza obed aj neubytovaným na internátoch?;Nie som na internáte, je možné si prevziať na Novej Menze obed?;;;
148;;Stravovanie;;JO;Je možný výdaj jedla na Starej Menze, aj keď nebývam na internátoch?;Je možné si prevziať obed na Starej Menze aj keď niesom na internáte?;Je možný výdaj jedla na Starej Menze aj keď nie som ubytovaný?;Poskytuje Stará Menza obed aj neubytovaným na internátoch?;Nie som na internáte, je možné si prevziať na Starej Menze obed?;;;
175;;Stravovanie;;JK;Ako funguje stravovanie v bufete na FRI? ;Ako funguje výdaj jedla vo FRI bufete?;Ako funguje preberanie jedla vo FRI bufete?;Ako je umožnený výdaj jedla na FRI bufete?;Aký je výdaj jedla na FRI Bufete?;;;
176;;Stravovanie;;JK;Treba si jedlo dopredu objednávať v bufete na FRI? ;Je nutné si jedlo objednať vopred vo FRI bufete?;Je potrebné si vo FRI bufete objednať jedlo vopred?;Objednáva sa jedlo vopred vo FRI Bufete?;Je vo FRI Bufete nutné si jedlo objednávať?;;;
383;;Stravovanie;;AP;Ako sa dá stravovať na FRI?;Aké sú možnosti stravovania na FRI?;Ako je možné sa na FRI stravovať?;Ako funguje stravovanie na FRI?;Ako funguje a aké sú možnosti stravovania na FRI?;;;
384;;Stravovanie;;AP;Do ktorej je otvorený bufet?;Do kedy je otvorený FRI Bufet?;V akých hodinách funguje FRI Bufet?;Kedy je otvorený FRI Bufet?;Kedy sa otvára FRI Bufet?;;;
442;;Stravovanie;;AP;Koľko stojí jedlo?;Aké sú ceny za jedlo na FRI?;Koľko stojí obed na FRI?;Za akú cenu sú poskytované obedy?;Aké drahé sú obedy?;;;
68;;Štipendium;BID;JO, AP;Aké formy štipendia je možné získať?;Aké štipendium môžem získať?;Aké sú rôzne druhy štipendia?;Ktoré štipendiá je možné získať?;Aké štipendiá sú na fakulte dostupné?;;;
339;;Štipendium;;JK;Aká je maximálna možná suma tehotenského štipendia?;Koľko je maximálna suma tehotenského štipendia?;Aká je horná hranica tehotenského štipendia?;Aká suma je hornou hranicou tehotenského štipendia?;Aká je najvyššia suma tehotenského štipendia?;;;
340;;Štipendium;;JK;Ako môžem získať tehotenské štipendium?;Ako je možné získať tehotenské štipendium?;V ako prípade môžem získať tehotenské štipendium?;Čo musím robiť aby som získal tehotenské štipendium?;Aké sú kroky ku získaniu tehotenské štipendia?;;;
10;;Študijné programy;I;JO;Aké sú inžinierské študíjne programy?;Aké inžinierské študijné programy sú na FRI?;Aké inžinierské odbory sú na FRI?;Ktoré inžinierské študíjne programy existujú na FRI?;Ktoré inžinierské odbory existujú na FRI?;;;
11;;Študijné programy;B;JO;Aké sú bakalárske študíjne programy?;Aké bakalárske študijné programy sú na FRI?;Aké bakalárske odbory sú na FRI?;Ktoré bakalárske študíjne programy existujú na FRI?;Ktoré bakalárske odbory existujú na FRI?;;;
12;;Študijné programy;D;JO;Aké sú doktorantské študíjne programy?;Aké doktorantské študijné programy sú na FRI?;Aké doktorantské odbory sú na FRI?;Ktoré doktorantské študíjne programy existujú na FRI?;Ktoré doktorantské odbory existujú na FRI?;;;
48;;Študijné programy;;JO;O čom je program Informatika?;Čo sa vyučuje v programe Informatika?;Čo sa vyučuje v odbore Informatika?;Aký je popis študíjneho programu Informatika?;Aký je popis odboru Informatika?;;;
49;;Študijné programy;;JO;O čom je program Manažment?;Čo sa vyučuje v programe Manažment?;Čo sa vyučuje v odbore Manažment?;Aký je popis študíjneho programu Manažment?;Aký je popis odboru Manažment?;;;
50;;Študijné programy;;JO;O čom je program Počítačové Inžinierstvo?;Čo sa vyučuje v programe Počítačové Inžinierstvo?;Čo sa vyučuje v odbore Počítačové Inžinierstvo?;Aký je popis študíjneho programu Počítačové Inžinierstvo?;Aký je popis odboru Počítačové Inžinierstvo?;;;
51;;Študijné programy;;JO;O čom je program Biomedicínske inžinierstvo?;Čo sa vyučuje v programe Biomedicínske inžinierstvo?;Čo sa vyučuje v odbore Biomedicínske inžinierstvo?;Aký je popis študíjneho programu Biomedicínske inžinierstvo?;Aký je popis odboru Biomedicínske inžinierstvo?;;;
52;;Študijné programy;;JO;O čom je program Inteligentné informačné systémy?;Čo sa vyučuje v programe Inteligentné informačné systémy?;Čo sa vyučuje v odbore Inteligentné informačné systémy?;Aký je popis študíjneho programu Inteligentné informačné systémy?;Aký je popis odboru Inteligentné informačné systémy?;;;
56;;Študijné programy;;JO;O čom je program Informačné systémy?;Čo sa vyučuje v programe Informačné systémy?;Čo sa vyučuje v odbore Informačné systémy?;Aký je popis študíjneho programu Informačné systémy?;Aký je popis odboru Informačné systémy?;;;
57;;Študijné programy;;JO;O čom je program Informačný manažment?;Čo sa vyučuje v programe Informačný manažment?;Čo sa vyučuje v odbore Informačný manažment?;Aký je popis študíjneho programu Informačný manažment?;Aký je popis odboru Informačný manažment?;;;
58;;Študijné programy;;JO;O čom je program Aplikované sieťové inžinierstvo.;Čo sa vyučuje v programe Aplikované sieťové inžinierstvo?;Čo sa vyučuje v odbore Aplikované sieťové inžinierstvo?;Aký je popis študíjneho programu Aplikované sieťové inžinierstvo?;Aký je popis odboru Aplikované sieťové inžinierstvo?;;;
294;;Študijné programy;;JK;Kde nájdem nejaké presnejšie informácie k študijným programom na FRI?;Kde je možné nájsť detailný popis študijných programov FRI?;Kde je možné nájsť detailný popis odborov na FRI?;Ako nájdem presnejší popis študijných programov na FRI?;Ako najdem presnejší popis odborov na FRI?;;;
394;;Študijné programy;;AP;Aké študijné programy sú na FRI?;Ktoré študíjne programy sa vyučujú na FRI?;Ktoré odbory sa vyučujú na FRI?;Ktoré študíjne programy existujú na FRI?;Ktoré odbory existujú na FRI?;;;
81;;Študijný referát;;JO, AP;Aké sú úradné hodiny študíjneho referátu?;Do ktorej sú na študijnom referáte?;Kedy je možné príjsť na študíjny referát?;Aké sú úradne hodiny študíjneho referátu?;Kedy môžem navštíviť študíjne oddelenie?;;;
82;;Študijný referát;;JO, AP;Aký je email na študíjny referát?;Ktorý mail slúži na kontakt študíjneho referátu?;Aký je mail na študíjne oddelenie?;Akým mailom môžem kontaktovať študíjny referát?;Akým mailom môžem kontaktovať študíjne oddelenie?;;;
94;;Študijný referát;;JO;Ake je telefonné číslo na študíjny referát?;Ktoré telefónne číslo slúži na kontakt študíjneho referátu?;Aké je telefónne číslo na študíjne oddelenie?;Na ktorom telefonnom čísle môžem kontaktovač študíjny referát?;Ktorým telefónnym číslom môžem kontaktovač študíjne oddelenie?;;;
18;;Štúdium;BID;JO;Kde je možné získať potvrtednie o štúdiu na vysokej škole?;Kde získam potvrdenie o návšteve školy?;Ako je možné získať potvrdenie o návšteve školy?;Kam mám ísť aby som získal potvrdenie o návšteve školy?;Kde získam potvrdenie o návšteve školy?;;;
67;;Štúdium;BID;JO;Aké je hodnotenie študentov?;Ako funguje hodnotenie študentov?;Ako sa hodnotia študenti?;Aké sú hodnotenia študentov?;Čo je to hodnotenie študentov?;;;
219;;Štúdium;;JK;Je možné zmeniť štúdijnú skupinu?;Môžem zmeniť moju študíjnu skupinu?;Je možné zameniť moju študíjnu skupinu?;Ako je možné zmeniť študíjnu skupinu?;Dá sa zmeniť študíjna skupina?;;;
253;;Restricted;;JK;Môžem s vyučujúcim nadviazať citový vzťah?;Môžem chodiť s profesorom?;Je povolené byť vo vzťahu s učiteľom?;Sú povolené vzťahy medzi študentom a vyučujúcim?;Čo so vzťahom s vyučujúcim?;;;
255;;Štúdium;;JK;Môžem požiadať o online preskúšanie v prípade, že sa nemôžem dostaviť?;Je možná skúška online?;Môžem vykonať skúšku online?;Je možné byť skúšaný z domu?;Skúška cez internet?;;;
257;;Senát;;JK;Má FRI študentský senát?;Študentský senát?;Senát na fri?;Je na fri senát?;Máme na FRI senát študentov?;;;
260;;Štúdium;;JK;Je možné študovať na FRI aj keď mám iba výučný list?;Štúdium len s výučním listom?;Čo potrebujem na štúdium na FRI?;Je výučný list dosť na štúdium na FRI?;Stačí mi výučný list na štúdium na FRI?;;;
261;;Štúdium;;JK;Dá sa presmerovať študentský email na iný email?;Môžem si presmerovať študenstký email na môj mail?;Presmerovanie emailov?;Dá sa presmerovať emailová adresa?;Chcem presmerovať poštu z štud. mailu na môj.;;;
264;;Všeobecné;;JK;Potreboval by som potvrdenie o návšteve školy, kde ho nájdem?;Kde nájdem potvrdenie o návšteve školy?;Potvrdenie o navšteve školy?;Chcem potvrdenie o návšteve školy.;Môžem si stiahnut potvrdenie o návšteve?;;;
265;;Všeobecné;;JK;Potreboval by som potvrdenie na rodinné prídavky, kde ho nájdem?;Kde nájdem potvrdenie na rodinné prídavky?;Potvrdenie na rodinné prídavky?;Chcem potvrdenie na rodinné prídavky.;Môžem si stiahnut potvrdenie na prídavky?;;;
279;;Štúdium;;JK;Vyučujúci mi stále nezapísal známku do vzdelávania a na moje správy neodpovedá ako mám postupovať?;Čo robiť pri nezapísaní známky?;Profesor mi neodpovedá a nemám zapísanú známku.;Potrebujem zapísať znamku ale vyučujúci mi neodpisuje.;Nemám zapísanú známku, čo robiť?;;;
281;;Všeobecné;;JK;Som opakujúci študent, chcel by som sa informovať o možnostiach úľav na školnom?;Aké sú možnosti úľav na školné?;Je tu možnosť zmenšenia školného?;Ak opakujem, mám nárok na úľavu školného?;Je tu možnosť zníženia školného?;;;
283;;Štúdium;;JK;Ak som opakujúci študent a 2x som nespravil rovnaký predmet, ale chcem pokračovať musím si podávať novú prihlášku?;Čo robiť keď som už druhý krát nedal predmet?;Nedal som 2 krát predmet čo robiť?;Ak som nezvládol 2 krát predmet, čo dalej?;Nedal som 2 krát predmet, pomoc.;;;
290;;Štúdium;;JK;Podávam si prihlášku k vám na fakukltu, je nutné posielať vytlačenú kópiu alebo stačí elektronická prihláška?;Je potrebné k e-prihláške aj fyzická kópia?;Stačí mi len e-prihláška?;Je nutná fyzická kópia ku prihláške?;Potrebujem fyzickú kópiu prihlášky poslať?;;;
;;Erazmus;;JM;Kto si môže požiadať o erasmus?;Ako sa prihlásiť na erazmus?;Ako sa dostaťna erazmus?;Ako poslať prihlášku na erazmus?;;;;
;;Erazmus;;JM;Potrebujem vedieť aj iný jazyk ako anglicky ak chcem ísť na erasmus?;Je potrebné ovládať na erazme iný jazyk ako anglický?;Aký jazyk musím ovládať pre erazmus?;Aké jazyky musím vedieť ak chcem isť na erazmus?;;;;
;;Erazmus;;JM;Ak som študent 3. ročníka bc. Štúdia môžem ísť na Erasmus+ cez letné prazniny?;Dá sa ísť na erazmus počas letných prázdnin?;Môžem ísť na erazmus cez prázdniny?;Dá sa ísť na erazmus v lete?;;;;
;;Erazmus;;JM;Uznajú mi predmety počas erasmu?;Ako prebieha uznávanie predmetov na erazme?;Sú mi predmety absolvované na erazme uznané?;Rátajú sa mi kredity z erazmu?;Sú mi uznané kredity z pretmetov urobených počas erazmu?;;;
;;Erazmus;;JM;Aka je výška grantu na erasmus?;Koľko dostanem z grantu na erazme?;Koľko je grant na erazme?;Koľko dostanem na erazmus?;Koľko sa platí za erazmus?;;;
;;Erazmus;;JM;Aká je maximalná dĺžka erasmu?;Ako dlho môžem byť ne erazme?;Ako dlho trvá erazmus?;Dĺžka erazmu?;;;;
;;Erazmus;;JM;Kde nájdem prihlášku na erasmus+?;Kde je prihláška na erazmus?;Ako nájdem prihlášku na erazmus?;Kde sa prihlásim na erazmus?;;;;
;;Erazmus;;JM;Čo potrebujem okrem prihlášky na erasmus?;Aké sú pravidlá na prihlásenie na erazmus?;Čo mi treba na erazmus?;Čo je potrebné pre prihlásenie na erazmus?;;;;
;;Erazmus;;JM;Aký je odporúčaný počet kreditov za semester počas erasmu?;Koľko kreditov by som mala dostať počas erazmu?;Aký počet kreditov sa odporúča počas erazmu?;Je odporučený počet kreditov na eramus?;;;;
;;Erazmus;;JM;Kedy mám ísť za vyučujúcim ak chcem uznať predmet počas erasmu?;Ako si uznať predmety za erazmus?;Ako sa uznávajú predmety za erazmus?;Postup uznania predmetov za erazmus?;Ako si uznať kredity za erazmus?;;;
;;Erazmus;;JM;Čo musím doniest vyučujúcemu ak chcem uznať predmet počas erasmu?;Čo potrebuje vyučujúci pre uznanie kreditov za erazmus?;Čo potrebuje profesor pre uznanie predmetu za erazmus?;Ako si uznať kredity za erazmus?;;;;
;;Erazmus;;JM;Kde nájdem žiadosť o uznanie predmetov počas erasmu?;Kde je žiadosť o uznanie kreditov za erazmus?;Ked je žiadosť o uznanie predmotov za erazmus?;Kde je tlačivo na uznanie predmetov za erazmus?;Kde je dokument na uznanie predmetov za erazmus?;;;
;;Erazmus;;JM;Kde všade môžem ísť na erasmus?;Miesta na ktoré môžem ísť na erasmus?;Do ktorých krajín môžem ísť na erasmus?;Ktoré školy môžem navštíviť na erasme?;Čo môžem navštíviť počas erasmu?;;;
;;Erazmus;;JM;Kde nájdem informácie o partnerských školách na erasmus?;Info o partnerských školách na erasmus?;Partnerské školy na erasmus?;Ktoré sú partnerské školy na erasme?;Na aké školy môžem ísť na erasmus?;;;
;;Akademický rok;;JM;Kedy začína akademický rok?;Začiatok akademického roka?;Dátum začiatku akademického roka?;Termín začiatku akademického roka?;Prvý deň akademického roka?;;;
;;Akademický rok;;JM;Kedy je zápis do 1. ročníka bakalárskeho štúdia?;Termín zápisu pre 1. ročníka bakalárskeho štúdia?;Dátum zápisu pre 1. ročníka bakalárskeho štúdia?;Ďen zápisu pre 1. ročníka bakalárskeho štúdia?;Zápis pre 1. ročníka bakalárskeho štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis do 2. ročníka bakalárskeho štúdia?;Termín zápisu pre 2. ročníka bakalárskeho štúdia?;Dátum zápisu pre 2. ročníka bakalárskeho štúdia?;Ďen zápisu pre 2. ročníka bakalárskeho štúdia?;Zápis pre 2. ročníka bakalárskeho štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis do 3. ročníka bakalárskeho štúdia?;Termín zápisu pre 3. ročníka bakalárskeho štúdia?;Dátum zápisu pre 3. ročníka bakalárskeho štúdia?;Ďen zápisu pre 3. ročníka bakalárskeho štúdia?;Zápis pre 3. ročníka bakalárskeho štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis do 1. ročníka inžinierského štúdia?;Termín zápisu pre 1. ročníka inžinierského štúdia?;Dátum zápisu pre 1. ročníka inžinierského štúdia?;Ďen zápisu pre 1. ročníka inžinierského štúdia?;Zápis pre 1. ročníka inžinierského štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis do 2. ročníka inžinierského štúdia?;Termín zápisu pre 2. ročníka inžinierského štúdia?;Dátum zápisu pre 2. ročníka inžinierského štúdia?;Ďen zápisu pre 2. ročníka inžinierského štúdia?;Zápis pre 2. ročníka inžinierského štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis do 1. ročníka doktoranského štúdia?;Termín zápisu pre 1. ročníka doktoranského štúdia?;Dátum zápisu pre 1. ročníka doktoranského štúdia?;Ďen zápisu pre 1. ročníka doktoranského štúdia?;Zápis pre 1. ročníka doktoranského štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis do 2. ročníka doktoranského štúdia?;Termín zápisu pre 2. ročníka doktoranského štúdia?;Dátum zápisu pre 2. ročníka doktoranského štúdia?;Ďen zápisu pre 2. ročníka doktoranského štúdia?;Zápis pre 2. ročníka doktoranského štúdia?;;;
;;Akademický rok;;JM;Kedy je zápis externého štúdia?;Termín zápisu pre externé?;Dátum zápisu pre externé?;Ďen zápisu pre externé štúdium?;Zápis pre externé štúdium?;;;
;;Akademický rok;;JM;Kedy je začiatok vyučovania v zimnom semestri?;Dátum začiatku výučby v zimnom semestri?;Kedy je začiatku vyučby v zime?;Prvý deň výučby v zime?;Začiatok vyučby v zime?;;;
;;Akademický rok;;JM;Dokedy si môžem zaregistrovať zaverečnú prácu v zimnom semestri?;Kedy sa končí registrovanie prác v zimnom semestri?;Posledný deň na registráciu práce v zimnom semestri?;Koniec registrácie prác v zimnom semestri?;Do akého termínu musím registrovať prácu v zimnom semestri?;;;
;;Akademický rok;;JM;Dokedy si môžem podať prihlášku na štátnu skúšku v zimnom semestri?;Kedy sa končí podavanie prihlášiek na štátnu skúšku v zimnom semestri?;Posledný deň na podanie prihlášky na štátnu skúšku v zimnom semestri?;Koniec podávanie prihlášok na štátnu skúšku v zimnom semestri?;Do akého termínu musím podať prihlášku na štátnu skúšku v zimnom semestri?;;;
;;Akademický rok;;JM;Kedy sa končí vyučovanie v zimnom semestry?;Dátum konca výučby v zimnom semestri?;Kedy je koniec vyučby v zime?;Posledný deň výučby v zime?;Koniec vyučby v zime?;;;
;;Akademický rok;;JM;Kedy začína skúškové obdobie v zimnom semstry?;Kedy je začiatok skúškového v zime?;Začiatok skúškoveho v zimnom semestri kedy?;Zimnný semester dátum začiatok skúškoveho je?;Kedy je prvý den skúškoveho v zimnom semestri?;;;
;;Akademický rok;;JM;Kedy sa konajú štátne skúšky v zimnom semestry?;Dátum štátnej skúšky v zime je kedy?;Deň štátnej skúšky v zime?;Kedy bude štátna skúška v zime?;Kedy je štátna skúška v zime?;;;
;;Akademický rok;;JM;Kedy končí skúškové obdobie v zimnom semstry?;Kedy je koniec skúškového v zime?;Koniec skúškoveho v zimnom semestri kedy?;Zimný semester dátum konca skúškoveho je?;Kedy je posledný den skúškoveho v zimnom semestri?;;;
;;Akademický rok;;JM;Kedy začína vyučovanie v letnom semestri?;Dátum začiatku výučby v letnom semestri?;Kedy je začiatku vyučby v lete?;Prvý deň výučby v lete?;Začiatok vyučby v lete?;;;
;;Akademický rok;;JM;Dokedy si môžem zaregistrovať zaverečnú prácu v letnom semestri?;Kedy sa končí registrovanie prác v letnom semestri?;Posledný deň na registráciu práce v letnom semestri?;Koniec registrácie prác v letnom semestri?;Do akého termínu musím registrovať prácu v letnom semestri?;;;
;;Akademický rok;;JM;Dokedy si môžem podať prihlášku na štátnu skúšku v letnom semestri?;Kedy sa končí podavanie prihlášiek na štátnu skúšku v letnom semestri?;Posledný deň na podanie prihlášky na štátnu skúšku v letnom semestri?;Koniec podávanie prihlášok na štátnu skúšku v letnom semestri?;Do akého termínu musím podať prihlášku na štátnu skúšku v letnom semestri?;;;
;;Akademický rok;;JM;Kedy sa končí vyučovanie v letnom semestri?;Dátum konca výučby v letnom semestri?;Kedy je koniec vyučby v lete?;Posledný deň výučby v lete?;Koniec vyučby v lete?;;;
;;Akademický rok;;JM;Kedy začína skúškové obdobie v letnom semestri?;Kedy je začiatok skúškového v lete?;Začiatok skúškoveho v letnom semestri kedy?;Letný semester dátum začiatok skúškoveho je?;Kedy je prvý den skúškoveho v letnom semestri?;;;
;;Akademický rok;;JM;Kedy sa konajú štátne skúšky v letnom semestri?;Dátum štátnej skúšky v lete je kedy?;Deň štátnej skúšky v lete?;Kedy bude štátna skúška v lete?;Kedy je štátna skúška v lete?;;;
;;Akademický rok;;JM;Kedy končí skúškové obdobie v letnom semestri?;Kedy je koniec skúškového v lete?;Koniec skúškoveho v letnom semestri kedy?;Letný semester dátum konca skúškoveho je?;Kedy je posledný den skúškoveho v letnom semestri?;;;
;;Akademický rok;;JM;Posledný termin na podatie prihlášky?;Kedy najneskôr môžem podať prihlášku?;Aký je posledný dátum podania prihlášky?;Do kedy je potrebné podať prihlášku?;Do kedy sapodávajú prihlášky?;;;
;;Akademický rok;;JM;Začiatok výberu voliteľných a povinne voliteľných predmetov?;Kedy začína výber povinne voliteľných a voliteľných predmetov?;Kedy si môžem vybrať povinne voliteľné predmety?;Kedy je výber voliteľných predmetov?;Kedy sa začínajú vyberať povinne voliteľné a voliteľné predmety?;;;
;;Akademický rok;;JM;Koniec výberu voliteľných a povinne voliteľných predmetov?;Kedy končí výber povinne voliteľných a voliteľných predmetov?;Do kedy si môžem vybrať povinne voliteľné predmety?;Do kedy je výber voliteľných predmetov?;Kedy sa koniec výberu povinne voliteľných a voliteľných predmetov?;;;
;;Akademický rok;;JM;Dokedy musím odovzdať vedúcemu inžinierskú záverečnú prácu?;Aký je najneskorší termín odovzdania diplomovej práce vedúcemu?;Kedy musím najneskôr odovzdať diplomovú prácu vedúcemu práce?;Do kedy je treba odovzdať inžiniersku prácu vedúcemu?;Kedy najneskôr musím odovzdať inžiniersku prácu vedúcemu práce?;;;
;;Akademický rok;;JM;Dokedy musím odovzdať inžinierskú prácu celkovo?;Aký je najneskorší termín odovzdania diplomovej práce?;Kedy musím najneskôr odovzdať diplomovú prácu?;Do kedy je treba odovzdať inžiniersku prácu?;Kedy najneskôr musím odovzdať inžiniersku prácu?;;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie bakalárskeho 1. ročníka?;Do kedy si musím uzatvoriť 1. bakalársky ročník?;Kedy si najneskôr musím uzatvoriť prvý ročník bakalárskeho stupňa?;Do kedy je potrebné uzatvoriť prvý ročník na bakalárovi?;Do kedy je možné uzatvorenie prvého ročníka bakalárskeho stupňa?;;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie bakalárskeho 2. ročníka?;Do kedy si musím uzatvoriť 2. bakalársky ročník?;Kedy si najneskôr musím uzatvoriť druhý ročník bakalárskeho stupňa?;Do kedy je potrebné uzatvoriť druhý ročník na bakalárovi?;Do kedy je možné uzatvorenie druhého ročníka bakalárskeho stupňa?;;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie bakalárskeho 3. ročníka?;Do kedy si musím uzatvoriť 3. bakalársky ročník?;Kedy si najneskôr musím uzatvoriť tretí ročník bakalárskeho stupňa?;Do kedy je potrebné uzatvoriť posledný ročník na bakalárovi?;Do kedy je možné uzatvorenie tretieho ročníka bakalárskeho stupňa?;;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie inžinierského 1. ročníka?;Do kedy si musím uzatvoriť 1. inžiniersky ročník?;Kedy si najneskôr musím uzatvoriť prvý ročník inžinierskeho stupňa?;Do kedy je potrebné uzatvoriť prvý ročník na inžinierovi?;Do kedy je možné uzatvorenie prvého ročníka inžinierskeho stupňa?;;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie inžinierského 2. ročníka?;Do kedy si musím uzatvoriť 2. inžiniersky ročník?;Kedy si najneskôr musím uzatvoriť posledný ročník inžinierskeho stupňa?;Do kedy je potrebné uzatvoriť druhý ročník na inžinierovi?;Do kedy je možné uzatvorenie posledného ročníka inžinierskeho stupňa?;;;
;;Akademický rok;;JM;Kedy budú promócie ?;Aký je termín promócií?;Kedy sa uskutočnia promócie?;Kedy bude dátum promócií?;Kedy sa konajú promócie?;;;
;;Akademický rok;;JM;Kedy má FRI výročie?;Aký je termín výročia fakulty?;Kedy má fakulta riadenia a informatiky výročie?;Aký je dátum výročia fakulty?;Kedy je výročie našej fakulty?;;;
;;Akademický rok;;JM;Kedy je ukončenie akademického roka?;Kedy končí akademický rok?;Aký je dátum konca akademického roka?;Kedy je koniec akademického roka?;Aký termín má ukončenie akademického roka?;;;
;;Štúdium;;JM;Kedy sú imatrikulácie?;Kedy sa konajú imatrikulácie?;Aký je termín imatrikulácií?;Kedy sa uskutočnia imatrikulácie?;Aký je dátum imatrikulácií?;;;
;;Štúdium;;JM;Sú povinné imatrikulácie?;Musím sa účastniť imatrikulácií?;Musím prísť na imatrikulácie?;Je povinnosť sa dostaviť na imatrikulácie?;Je účasť na imatrikuláciach povinná?;;;
;;Akademický rok;;JM;Kedy je zápis do ročníka?;Kedy sa uskutoční zápis do ročníka?;Aký je termín zápisu do ročníka?;Kedy sa mám prísť zapísať do ročníka?;Kedy je dátum zápisu do ročníka?;;;
;;Akademický rok;;JM;Je možnosť zápisu online?;Je možné sa zapísať do ročníka online?;Je možný zápis do ročníka online?;Môžem sa zapísať do ročníka online?;Smiem sa zúčastniť zápisu do ročníka online?;;;
